[0] DEBUG com.ofb.javaSession.Tasks  - 0 Finished
[871] DEBUG com.ofb.javaSession.Tasks  - 871 Finished
[873] DEBUG com.ofb.javaSession.Tasks  - 873 Finished
[877] DEBUG com.ofb.javaSession.Tasks  - 877 Finished
[876] DEBUG com.ofb.javaSession.Tasks  - 876 Finished
[875] DEBUG com.ofb.javaSession.Tasks  - 875 Finished
[874] DEBUG com.ofb.javaSession.Tasks  - 874 Finished
[879] DEBUG com.ofb.javaSession.Tasks  - 879 Finished
[878] DEBUG com.ofb.javaSession.Tasks  - 878 Finished
[882] DEBUG com.ofb.javaSession.Tasks  - 882 Finished
[885] DEBUG com.ofb.javaSession.Tasks  - 885 Finished
[881] DEBUG com.ofb.javaSession.Tasks  - 881 Finished
[889] DEBUG com.ofb.javaSession.Tasks  - 889 Finished
[883] DEBUG com.ofb.javaSession.Tasks  - 883 Finished
[880] DEBUG com.ofb.javaSession.Tasks  - 880 Finished
[892] DEBUG com.ofb.javaSession.Tasks  - 892 Finished
[891] DEBUG com.ofb.javaSession.Tasks  - 891 Finished
[890] DEBUG com.ofb.javaSession.Tasks  - 890 Finished
[888] DEBUG com.ofb.javaSession.Tasks  - 888 Finished
[887] DEBUG com.ofb.javaSession.Tasks  - 887 Finished
[886] DEBUG com.ofb.javaSession.Tasks  - 886 Finished
[895] DEBUG com.ofb.javaSession.Tasks  - 895 Finished
[884] DEBUG com.ofb.javaSession.Tasks  - 884 Finished
[898] DEBUG com.ofb.javaSession.Tasks  - 898 Finished
[897] DEBUG com.ofb.javaSession.Tasks  - 897 Finished
[894] DEBUG com.ofb.javaSession.Tasks  - 894 Finished
[902] DEBUG com.ofb.javaSession.Tasks  - 902 Finished
[905] DEBUG com.ofb.javaSession.Tasks  - 905 Finished
[896] DEBUG com.ofb.javaSession.Tasks  - 896 Finished
[893] DEBUG com.ofb.javaSession.Tasks  - 893 Finished
[908] DEBUG com.ofb.javaSession.Tasks  - 908 Finished
[907] DEBUG com.ofb.javaSession.Tasks  - 907 Finished
[906] DEBUG com.ofb.javaSession.Tasks  - 906 Finished
[903] DEBUG com.ofb.javaSession.Tasks  - 903 Finished
[904] DEBUG com.ofb.javaSession.Tasks  - 904 Finished
[910] DEBUG com.ofb.javaSession.Tasks  - 910 Finished
[909] DEBUG com.ofb.javaSession.Tasks  - 909 Finished
[901] DEBUG com.ofb.javaSession.Tasks  - 901 Finished
[899] DEBUG com.ofb.javaSession.Tasks  - 899 Finished
[900] DEBUG com.ofb.javaSession.Tasks  - 900 Finished
[913] DEBUG com.ofb.javaSession.Tasks  - 913 Finished
[912] DEBUG com.ofb.javaSession.Tasks  - 912 Finished
[916] DEBUG com.ofb.javaSession.Tasks  - 916 Finished
[911] DEBUG com.ofb.javaSession.Tasks  - 911 Finished
[915] DEBUG com.ofb.javaSession.Tasks  - 915 Finished
[914] DEBUG com.ofb.javaSession.Tasks  - 914 Finished
[918] DEBUG com.ofb.javaSession.Tasks  - 918 Finished
[917] DEBUG com.ofb.javaSession.Tasks  - 917 Finished
[919] DEBUG com.ofb.javaSession.Tasks  - 919 Finished
[920] DEBUG com.ofb.javaSession.Tasks  - 920 Finished
[922] DEBUG com.ofb.javaSession.Tasks  - 922 Finished
[921] DEBUG com.ofb.javaSession.Tasks  - 921 Finished
[927] DEBUG com.ofb.javaSession.Tasks  - 927 Finished
[929] DEBUG com.ofb.javaSession.Tasks  - 929 Finished
[926] DEBUG com.ofb.javaSession.Tasks  - 926 Finished
[925] DEBUG com.ofb.javaSession.Tasks  - 925 Finished
[924] DEBUG com.ofb.javaSession.Tasks  - 924 Finished
[923] DEBUG com.ofb.javaSession.Tasks  - 923 Finished
[932] DEBUG com.ofb.javaSession.Tasks  - 932 Finished
[934] DEBUG com.ofb.javaSession.Tasks  - 934 Finished
[931] DEBUG com.ofb.javaSession.Tasks  - 931 Finished
[930] DEBUG com.ofb.javaSession.Tasks  - 930 Finished
[928] DEBUG com.ofb.javaSession.Tasks  - 928 Finished
[935] DEBUG com.ofb.javaSession.Tasks  - 935 Finished
[933] DEBUG com.ofb.javaSession.Tasks  - 933 Finished
[936] DEBUG com.ofb.javaSession.Tasks  - 936 Finished
[937] DEBUG com.ofb.javaSession.Tasks  - 937 Finished
[938] DEBUG com.ofb.javaSession.Tasks  - 938 Finished
[939] DEBUG com.ofb.javaSession.Tasks  - 939 Finished
[940] DEBUG com.ofb.javaSession.Tasks  - 940 Finished
[944] DEBUG com.ofb.javaSession.Tasks  - 944 Finished
[942] DEBUG com.ofb.javaSession.Tasks  - 942 Finished
[941] DEBUG com.ofb.javaSession.Tasks  - 941 Finished
[943] DEBUG com.ofb.javaSession.Tasks  - 943 Finished
[950] DEBUG com.ofb.javaSession.Tasks  - 950 Finished
[947] DEBUG com.ofb.javaSession.Tasks  - 947 Finished
[945] DEBUG com.ofb.javaSession.Tasks  - 945 Finished
[952] DEBUG com.ofb.javaSession.Tasks  - 952 Finished
[946] DEBUG com.ofb.javaSession.Tasks  - 946 Finished
[949] DEBUG com.ofb.javaSession.Tasks  - 949 Finished
[953] DEBUG com.ofb.javaSession.Tasks  - 953 Finished
[951] DEBUG com.ofb.javaSession.Tasks  - 951 Finished
[948] DEBUG com.ofb.javaSession.Tasks  - 948 Finished
[954] DEBUG com.ofb.javaSession.Tasks  - 954 Finished
[955] DEBUG com.ofb.javaSession.Tasks  - 955 Finished
[957] DEBUG com.ofb.javaSession.Tasks  - 957 Finished
[959] DEBUG com.ofb.javaSession.Tasks  - 959 Finished
[961] DEBUG com.ofb.javaSession.Tasks  - 961 Finished
[956] DEBUG com.ofb.javaSession.Tasks  - 956 Finished
[962] DEBUG com.ofb.javaSession.Tasks  - 962 Finished
[964] DEBUG com.ofb.javaSession.Tasks  - 964 Finished
[958] DEBUG com.ofb.javaSession.Tasks  - 958 Finished
[963] DEBUG com.ofb.javaSession.Tasks  - 963 Finished
[966] DEBUG com.ofb.javaSession.Tasks  - 966 Finished
[960] DEBUG com.ofb.javaSession.Tasks  - 960 Finished
[974] DEBUG com.ofb.javaSession.Tasks  - 974 Finished
[977] DEBUG com.ofb.javaSession.Tasks  - 977 Finished
[975] DEBUG com.ofb.javaSession.Tasks  - 975 Finished
[967] DEBUG com.ofb.javaSession.Tasks  - 967 Finished
[979] DEBUG com.ofb.javaSession.Tasks  - 979 Finished
[968] DEBUG com.ofb.javaSession.Tasks  - 968 Finished
[971] DEBUG com.ofb.javaSession.Tasks  - 971 Finished
[972] DEBUG com.ofb.javaSession.Tasks  - 972 Finished
[988] DEBUG com.ofb.javaSession.Tasks  - 988 Finished
[973] DEBUG com.ofb.javaSession.Tasks  - 973 Finished
[969] DEBUG com.ofb.javaSession.Tasks  - 969 Finished
[970] DEBUG com.ofb.javaSession.Tasks  - 970 Finished
[965] DEBUG com.ofb.javaSession.Tasks  - 965 Finished
[987] DEBUG com.ofb.javaSession.Tasks  - 987 Finished
[985] DEBUG com.ofb.javaSession.Tasks  - 985 Finished
[986] DEBUG com.ofb.javaSession.Tasks  - 986 Finished
[984] DEBUG com.ofb.javaSession.Tasks  - 984 Finished
[983] DEBUG com.ofb.javaSession.Tasks  - 983 Finished
[982] DEBUG com.ofb.javaSession.Tasks  - 982 Finished
[981] DEBUG com.ofb.javaSession.Tasks  - 981 Finished
[980] DEBUG com.ofb.javaSession.Tasks  - 980 Finished
[978] DEBUG com.ofb.javaSession.Tasks  - 978 Finished
[976] DEBUG com.ofb.javaSession.Tasks  - 976 Finished
[999] DEBUG com.ofb.javaSession.Tasks  - 999 Finished
[997] DEBUG com.ofb.javaSession.Tasks  - 997 Finished
[998] DEBUG com.ofb.javaSession.Tasks  - 998 Finished
[992] DEBUG com.ofb.javaSession.Tasks  - 992 Finished
[995] DEBUG com.ofb.javaSession.Tasks  - 995 Finished
[996] DEBUG com.ofb.javaSession.Tasks  - 996 Finished
[994] DEBUG com.ofb.javaSession.Tasks  - 994 Finished
[993] DEBUG com.ofb.javaSession.Tasks  - 993 Finished
[990] DEBUG com.ofb.javaSession.Tasks  - 990 Finished
[989] DEBUG com.ofb.javaSession.Tasks  - 989 Finished
[991] DEBUG com.ofb.javaSession.Tasks  - 991 Finished
[main] DEBUG com.ofb.javaSession.CountDownLatchImpl  - In Main thread after completion of 1000 threads
